ano,uf,regiao,causa_acidente,faixa_horario,total_acidentes,total_graves_fatais,total_mortos,total_feridos_graves,total_vitimas,taxa_gravidade
2022,AC,Norte,Acessar a via sem observar a presença dos outros veículos,Madrugada,1,0,0,0,1,0.0
2022,AC,Norte,Acessar a via sem observar a presença dos outros veículos,Manhã,14,4,1,3,19,0.285714
2022,AC,Norte,Acessar a via sem observar a presença dos outros veículos,Noite,4,2,0,2,5,0.5
2022,AC,Norte,Acessar a via sem observar a presença dos outros veículos,Tarde,16,4,1,3,18,0.25
2022,AC,Norte,Acesso irregular,Manhã,3,2,0,2,4,0.666667
2022,AC,Norte,Acesso irregular,Noite,1,1,0,1,2,1.0
2022,AC,Norte,Acesso irregular,Tarde,1,0,0,0,1,0.0
2022,AC,Norte,Acostamento em desnível,Manhã,1,1,0,2,3,1.0
2022,AC,Norte,Acumulo de areia ou detritos sobre o pavimento,Noite,1,0,0,0,1,0.0
2022,AC,Norte,Acumulo de água sobre o pavimento,Noite,1,0,0,0,4,0.0
2022,AC,Norte,Afundamento ou ondulação no pavimento,Manhã,1,0,0,0,0,0.0
2022,AC,Norte,Afundamento ou ondulação no pavimento,Noite,1,0,0,0,0,0.0
2022,AC,Norte,Animais na Pista,Madrugada,3,0,0,0,2,0.0
2022,AC,Norte,Animais na Pista,Manhã,1,1,0,1,2,1.0
2022,AC,Norte,Animais na Pista,Noite,3,1,0,1,5,0.333333
2022,AC,Norte,Animais na Pista,Tarde,3,1,0,1,4,0.333333
2022,AC,Norte,Ausência de reação do condutor,Madrugada,5,2,2,0,5,0.4
2022,AC,Norte,Ausência de reação do condutor,Manhã,3,0,0,0,6,0.0
2022,AC,Norte,Ausência de reação do condutor,Noite,7,4,1,3,8,0.571429
2022,AC,Norte,Ausência de reação do condutor,Tarde,7,1,0,1,6,0.142857
2022,AC,Norte,Ausência de sinalização,Noite,2,0,0,0,1,0.0
2022,AC,Norte,Avarias e/ou desgaste excessivo no pneu,Tarde,1,0,0,0,2,0.0
2022,AC,Norte,Chuva,Noite,1,0,0,0,1,0.0
2022,AC,Norte,Condutor Dormindo,Manhã,1,0,0,0,1,0.0
2022,AC,Norte,Condutor Dormindo,Tarde,2,1,0,1,3,0.5
2022,AC,Norte,Condutor deixou de manter distância do veículo da frente,Manhã,3,1,0,1,2,0.333333
2022,AC,Norte,Condutor deixou de manter distância do veículo da frente,Noite,4,1,0,1,4,0.25
2022,AC,Norte,Condutor deixou de manter distância do veículo da frente,Tarde,9,0,0,0,13,0.0
2022,AC,Norte,Conversão proibida,Manhã,1,1,0,1,1,1.0
2022,AC,Norte,Conversão proibida,Noite,1,1,0,2,4,1.0
2022,AC,Norte,Conversão proibida,Tarde,1,0,0,0,4,0.0
2022,AC,Norte,Curva acentuada,Manhã,1,1,0,1,2,1.0
2022,AC,Norte,Deficiência do Sistema de Iluminação/Sinalização,Noite,1,1,1,1,2,1.0
2022,AC,Norte,Deficiência do Sistema de Iluminação/Sinalização,Tarde,1,1,0,2,2,1.0
2022,AC,Norte,Demais falhas mecânicas ou elétricas,Noite,1,0,0,0,1,0.0
2022,AC,Norte,Demais falhas mecânicas ou elétricas,Tarde,2,0,0,0,2,0.0
2022,AC,Norte,Demais falhas na via,Noite,1,1,0,1,1,1.0
2022,AC,Norte,Demais falhas na via,Tarde,3,1,0,1,2,0.333333
2022,AC,Norte,Desrespeitar a preferência no cruzamento,Manhã,3,0,0,0,3,0.0
2022,AC,Norte,Desrespeitar a preferência no cruzamento,Noite,3,1,0,1,4,0.333333
2022,AC,Norte,Desrespeitar a preferência no cruzamento,Tarde,2,1,0,1,1,0.5
2022,AC,Norte,Entrada inopinada do pedestre,Noite,2,2,1,1,2,1.0
2022,AC,Norte,Faróis desregulados,Noite,1,0,0,0,2,0.0
2022,AC,Norte,Frear bruscamente,Manhã,1,0,0,0,1,0.0
2022,AC,Norte,Frear bruscamente,Tarde,1,1,0,1,1,1.0
2022,AC,Norte,Iluminação deficiente,Tarde,1,1,0,1,3,1.0
2022,AC,Norte,Ingestão de substâncias psicoativas pelo condutor,Tarde,1,0,0,0,0,0.0
2022,AC,Norte,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Tarde,1,1,0,3,4,1.0
2022,AC,Norte,Ingestão de álcool pelo condutor,Madrugada,2,1,0,4,5,0.5
2022,AC,Norte,Ingestão de álcool pelo condutor,Noite,5,1,0,1,2,0.2
2022,AC,Norte,Ingestão de álcool pelo condutor,Tarde,2,1,0,3,4,0.5
2022,AC,Norte,Mal súbito do condutor,Noite,1,0,0,0,1,0.0
2022,AC,Norte,Manobra de mudança de faixa,Madrugada,1,0,0,0,0,0.0
2022,AC,Norte,Manobra de mudança de faixa,Manhã,2,0,0,0,3,0.0
2022,AC,Norte,Manobra de mudança de faixa,Noite,3,1,0,1,2,0.333333
2022,AC,Norte,Manobra de mudança de faixa,Tarde,4,4,0,11,15,1.0
2022,AC,Norte,Objeto estático sobre o leito carroçável,Tarde,1,0,0,0,1,0.0
2022,AC,Norte,Obras na pista,Noite,1,0,0,0,2,0.0
2022,AC,Norte,Obras na pista,Tarde,1,0,0,0,2,0.0
2022,AC,Norte,Obstrução na via,Madrugada,1,1,0,1,3,1.0
2022,AC,Norte,Pedestre andava na pista,Noite,3,3,1,3,4,1.0
2022,AC,Norte,Pedestre cruzava a pista fora da faixa,Tarde,1,0,0,0,1,0.0
2022,AC,Norte,Pista Escorregadia,Manhã,1,0,0,0,2,0.0
2022,AC,Norte,Pista esburacada,Manhã,3,0,0,0,3,0.0
2022,AC,Norte,Pista esburacada,Noite,3,1,0,1,4,0.333333
2022,AC,Norte,Pista esburacada,Tarde,7,2,0,3,7,0.285714
2022,AC,Norte,Problema com o freio,Tarde,1,0,0,0,1,0.0
2022,AC,Norte,Reação tardia ou ineficiente do condutor,Madrugada,3,2,0,2,2,0.666667
2022,AC,Norte,Reação tardia ou ineficiente do condutor,Manhã,9,3,0,3,12,0.333333
2022,AC,Norte,Reação tardia ou ineficiente do condutor,Noite,9,4,1,4,14,0.444444
2022,AC,Norte,Reação tardia ou ineficiente do condutor,Tarde,8,1,0,2,10,0.125
2022,AC,Norte,Retorno proibido,Manhã,1,1,1,1,2,1.0
2022,AC,Norte,Retorno proibido,Noite,1,0,0,0,1,0.0
2022,AC,Norte,Retorno proibido,Tarde,1,1,0,1,2,1.0
2022,AC,Norte,Trafegar com motocicleta (ou similar) entre as faixas,Madrugada,1,1,0,1,1,1.0
2022,AC,Norte,Transitar na contramão,Manhã,2,1,5,0,8,0.5
2022,AC,Norte,Transitar na contramão,Noite,2,0,0,0,0,0.0
2022,AC,Norte,Transitar na contramão,Tarde,4,2,1,2,7,0.5
2022,AC,Norte,Ultrapassagem Indevida,Manhã,1,0,0,0,4,0.0
2022,AC,Norte,Ultrapassagem Indevida,Noite,1,1,1,0,2,1.0
2022,AC,Norte,Ultrapassagem Indevida,Tarde,2,0,0,0,5,0.0
2022,AC,Norte,Velocidade Incompatível,Manhã,3,2,0,2,3,0.666667
2022,AC,Norte,Velocidade Incompatível,Noite,1,1,0,1,1,1.0
2022,AC,Norte,Velocidade Incompatível,Tarde,2,1,1,0,7,0.5
2022,AC,Norte,Área urbana sem a presença de local apropriado para a travessia de pedestres,Manhã,1,0,0,0,1,0.0
2022,AL,Nordeste,Acessar a via sem observar a presença dos outros veículos,Madrugada,1,1,0,1,1,1.0
2022,AL,Nordeste,Acessar a via sem observar a presença dos outros veículos,Manhã,14,6,3,6,17,0.428571
2022,AL,Nordeste,Acessar a via sem observar a presença dos outros veículos,Noite,14,6,1,6,17,0.428571
2022,AL,Nordeste,Acessar a via sem observar a presença dos outros veículos,Tarde,22,13,1,15,27,0.590909
2022,AL,Nordeste,Acesso irregular,Madrugada,1,1,0,1,2,1.0
2022,AL,Nordeste,Acesso irregular,Manhã,1,1,0,2,2,1.0
2022,AL,Nordeste,Acesso irregular,Noite,5,1,0,2,7,0.2
2022,AL,Nordeste,Acesso irregular,Tarde,3,1,0,1,3,0.333333
2022,AL,Nordeste,Acostamento em desnível,Madrugada,1,0,0,0,1,0.0
2022,AL,Nordeste,Acostamento em desnível,Manhã,1,0,0,0,0,0.0
2022,AL,Nordeste,Acostamento em desnível,Tarde,3,0,0,0,2,0.0
2022,AL,Nordeste,Acumulo de areia ou detritos sobre o pavimento,Madrugada,1,0,0,0,1,0.0
2022,AL,Nordeste,Acumulo de areia ou detritos sobre o pavimento,Manhã,2,0,0,0,2,0.0
2022,AL,Nordeste,Acumulo de areia ou detritos sobre o pavimento,Tarde,1,0,0,0,1,0.0
2022,AL,Nordeste,Acumulo de água sobre o pavimento,Manhã,8,1,0,1,5,0.125
2022,AL,Nordeste,Acumulo de água sobre o pavimento,Noite,3,2,0,2,2,0.666667
2022,AL,Nordeste,Acumulo de água sobre o pavimento,Tarde,3,0,0,0,4,0.0
2022,AL,Nordeste,Afundamento ou ondulação no pavimento,Manhã,1,1,0,1,2,1.0
2022,AL,Nordeste,Afundamento ou ondulação no pavimento,Noite,1,1,1,0,1,1.0
2022,AL,Nordeste,Animais na Pista,Madrugada,8,4,0,4,7,0.5
2022,AL,Nordeste,Animais na Pista,Manhã,2,0,0,0,2,0.0
2022,AL,Nordeste,Animais na Pista,Noite,17,7,1,8,18,0.411765
2022,AL,Nordeste,Animais na Pista,Tarde,2,0,0,0,3,0.0
2022,AL,Nordeste,Ausência de reação do condutor,Madrugada,7,0,0,0,4,0.0
2022,AL,Nordeste,Ausência de reação do condutor,Manhã,18,5,1,4,22,0.277778
2022,AL,Nordeste,Ausência de reação do condutor,Noite,10,7,2,5,15,0.7
2022,AL,Nordeste,Ausência de reação do condutor,Tarde,9,2,1,2,9,0.222222
2022,AL,Nordeste,Ausência de sinalização,Manhã,1,0,0,0,0,0.0
2022,AL,Nordeste,Ausência de sinalização,Noite,2,0,0,0,2,0.0
2022,AL,Nordeste,Ausência de sinalização,Tarde,2,0,0,0,2,0.0
2022,AL,Nordeste,Avarias e/ou desgaste excessivo no pneu,Manhã,1,1,0,1,1,1.0
2022,AL,Nordeste,Avarias e/ou desgaste excessivo no pneu,Noite,1,0,0,0,2,0.0
2022,AL,Nordeste,Avarias e/ou desgaste excessivo no pneu,Tarde,2,1,0,1,2,0.5
2022,AL,Nordeste,Carga excessiva e/ou mal acondicionada,Manhã,1,0,0,0,1,0.0
2022,AL,Nordeste,Carga excessiva e/ou mal acondicionada,Tarde,1,0,0,0,1,0.0
2022,AL,Nordeste,Chuva,Manhã,5,2,1,1,6,0.4
2022,AL,Nordeste,Chuva,Noite,8,3,0,3,9,0.375
2022,AL,Nordeste,Chuva,Tarde,5,1,0,1,4,0.2
2022,AL,Nordeste,Condutor Dormindo,Madrugada,13,4,0,7,16,0.307692
2022,AL,Nordeste,Condutor Dormindo,Manhã,8,3,1,5,11,0.375
2022,AL,Nordeste,Condutor Dormindo,Noite,6,1,1,0,3,0.166667
2022,AL,Nordeste,Condutor Dormindo,Tarde,2,1,0,1,2,0.5
2022,AL,Nordeste,Condutor deixou de manter distância do veículo da frente,Madrugada,2,0,0,0,2,0.0
2022,AL,Nordeste,Condutor deixou de manter distância do veículo da frente,Manhã,11,4,1,4,13,0.363636
2022,AL,Nordeste,Condutor deixou de manter distância do veículo da frente,Noite,5,3,1,2,5,0.6
2022,AL,Nordeste,Condutor deixou de manter distância do veículo da frente,Tarde,12,2,0,2,14,0.166667
2022,AL,Nordeste,Condutor usando celular,Manhã,1,0,0,0,1,0.0
2022,AL,Nordeste,Conversão proibida,Madrugada,1,1,0,2,2,1.0
2022,AL,Nordeste,Conversão proibida,Manhã,3,2,2,1,4,0.666667
2022,AL,Nordeste,Conversão proibida,Tarde,7,3,1,3,11,0.428571
2022,AL,Nordeste,Curva acentuada,Manhã,2,1,1,0,1,0.5
2022,AL,Nordeste,Curva acentuada,Tarde,4,1,0,1,6,0.25
2022,AL,Nordeste,Deficiência do Sistema de Iluminação/Sinalização,Madrugada,1,0,0,0,3,0.0
2022,AL,Nordeste,Deficiência do Sistema de Iluminação/Sinalização,Noite,2,0,0,0,4,0.0
2022,AL,Nordeste,Demais Fenômenos da natureza,Manhã,1,0,0,0,0,0.0
2022,AL,Nordeste,Demais Fenômenos da natureza,Tarde,1,0,0,0,1,0.0
2022,AL,Nordeste,Demais falhas mecânicas ou elétricas,Madrugada,7,0,0,0,0,0.0
2022,AL,Nordeste,Demais falhas mecânicas ou elétricas,Manhã,12,2,0,2,11,0.166667
2022,AL,Nordeste,Demais falhas mecânicas ou elétricas,Noite,4,0,0,0,1,0.0
2022,AL,Nordeste,Demais falhas mecânicas ou elétricas,Tarde,15,3,0,4,14,0.2
2022,AL,Nordeste,Demais falhas na via,Madrugada,1,0,0,0,1,0.0
2022,AL,Nordeste,Demais falhas na via,Manhã,3,1,2,0,3,0.333333
2022,AL,Nordeste,Demais falhas na via,Noite,3,1,0,1,5,0.333333
2022,AL,Nordeste,Desrespeitar a preferência no cruzamento,Madrugada,1,0,0,0,2,0.0
2022,AL,Nordeste,Desrespeitar a preferência no cruzamento,Manhã,5,3,0,5,8,0.6
2022,AL,Nordeste,Desrespeitar a preferência no cruzamento,Noite,1,1,0,1,1,1.0
2022,AL,Nordeste,Desrespeitar a preferência no cruzamento,Tarde,1,0,0,0,1,0.0
2022,AL,Nordeste,Desvio temporário,Manhã,1,0,0,0,0,0.0
2022,AL,Nordeste,Desvio temporário,Noite,1,1,0,1,1,1.0
2022,AL,Nordeste,Entrada inopinada do pedestre,Noite,2,2,1,1,3,1.0
2022,AL,Nordeste,Entrada inopinada do pedestre,Tarde,1,1,1,0,1,1.0
2022,AL,Nordeste,Estacionar ou parar em local proibido,Noite,1,0,0,0,0,0.0
2022,AL,Nordeste,Falta de elemento de contenção que evite a saída do leito carroçável,Noite,1,0,0,0,0,0.0
2022,AL,Nordeste,Frear bruscamente,Manhã,1,0,0,0,1,0.0
2022,AL,Nordeste,Frear bruscamente,Noite,1,1,0,3,5,1.0
2022,AL,Nordeste,Frear bruscamente,Tarde,2,0,0,0,6,0.0
2022,AL,Nordeste,Fumaça,Tarde,1,1,0,1,4,1.0
2022,AL,Nordeste,Iluminação deficiente,Noite,2,1,0,1,2,0.5
2022,AL,Nordeste,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Madrugada,3,2,1,1,2,0.666667
2022,AL,Nordeste,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Noite,1,0,0,0,2,0.0
2022,AL,Nordeste,Ingestão de álcool ou de substâncias psicoativas pelo pedestre,Noite,1,1,1,0,1,1.0
2022,AL,Nordeste,Ingestão de álcool ou de substâncias psicoativas pelo pedestre,Tarde,1,1,1,0,1,1.0
2022,AL,Nordeste,Ingestão de álcool pelo condutor,Madrugada,11,5,2,4,13,0.454545
2022,AL,Nordeste,Ingestão de álcool pelo condutor,Manhã,3,3,1,2,3,1.0
2022,AL,Nordeste,Ingestão de álcool pelo condutor,Noite,28,8,1,9,28,0.285714
2022,AL,Nordeste,Ingestão de álcool pelo condutor,Tarde,7,1,0,2,9,0.142857
2022,AL,Nordeste,Mal súbito do condutor,Manhã,2,1,0,1,2,0.5
2022,AL,Nordeste,Mal súbito do condutor,Noite,2,0,0,0,2,0.0
2022,AL,Nordeste,Mal súbito do condutor,Tarde,1,0,0,0,0,0.0
2022,AL,Nordeste,Manobra de mudança de faixa,Madrugada,2,1,0,1,1,0.5
2022,AL,Nordeste,Manobra de mudança de faixa,Manhã,5,1,0,1,2,0.2
2022,AL,Nordeste,Manobra de mudança de faixa,Noite,5,4,0,5,8,0.8
2022,AL,Nordeste,Manobra de mudança de faixa,Tarde,6,1,0,1,8,0.166667
2022,AL,Nordeste,Objeto estático sobre o leito carroçável,Noite,1,0,0,0,1,0.0
2022,AL,Nordeste,Objeto estático sobre o leito carroçável,Tarde,1,0,0,0,1,0.0
2022,AL,Nordeste,Obras na pista,Manhã,1,0,0,0,1,0.0
2022,AL,Nordeste,Obstrução na via,Madrugada,1,0,0,0,0,0.0
2022,AL,Nordeste,Obstrução na via,Manhã,1,0,0,0,2,0.0
2022,AL,Nordeste,Pedestre andava na pista,Noite,2,1,0,1,2,0.5
2022,AL,Nordeste,Pedestre cruzava a pista fora da faixa,Noite,1,1,0,2,3,1.0
2022,AL,Nordeste,Pedestre cruzava a pista fora da faixa,Tarde,3,2,0,2,4,0.666667
2022,AL,Nordeste,Pista Escorregadia,Manhã,2,0,0,0,2,0.0
2022,AL,Nordeste,Pista Escorregadia,Noite,3,1,1,0,2,0.333333
2022,AL,Nordeste,Pista Escorregadia,Tarde,2,0,0,0,1,0.0
2022,AL,Nordeste,Pista em desnível,Tarde,2,0,0,0,5,0.0
2022,AL,Nordeste,Pista esburacada,Madrugada,1,0,0,0,2,0.0
2022,AL,Nordeste,Pista esburacada,Manhã,2,1,0,1,5,0.5
2022,AL,Nordeste,Pista esburacada,Noite,1,1,0,1,1,1.0
2022,AL,Nordeste,Pista esburacada,Tarde,1,1,0,1,1,1.0
2022,AL,Nordeste,Problema com o freio,Madrugada,1,0,0,0,2,0.0
2022,AL,Nordeste,Problema com o freio,Manhã,1,1,0,1,2,1.0
2022,AL,Nordeste,Problema com o freio,Noite,2,0,0,0,3,0.0
2022,AL,Nordeste,Problema na suspensão,Tarde,1,0,0,0,0,0.0
2022,AL,Nordeste,Reação tardia ou ineficiente do condutor,Madrugada,15,5,2,4,18,0.333333
2022,AL,Nordeste,Reação tardia ou ineficiente do condutor,Manhã,11,3,0,3,10,0.272727
2022,AL,Nordeste,Reação tardia ou ineficiente do condutor,Noite,9,5,1,6,17,0.555556
2022,AL,Nordeste,Reação tardia ou ineficiente do condutor,Tarde,17,8,3,6,19,0.470588
2022,AL,Nordeste,Retorno proibido,Tarde,1,1,0,1,1,1.0
2022,AL,Nordeste,Transitar na calçada,Tarde,1,0,0,0,0,0.0
2022,AL,Nordeste,Transitar na contramão,Madrugada,4,2,1,3,8,0.5
2022,AL,Nordeste,Transitar na contramão,Noite,7,4,2,3,13,0.571429
2022,AL,Nordeste,Transitar na contramão,Tarde,3,2,1,1,3,0.666667
2022,AL,Nordeste,Transitar no acostamento,Madrugada,1,1,1,0,1,1.0
2022,AL,Nordeste,Transitar no acostamento,Noite,2,2,1,1,3,1.0
2022,AL,Nordeste,Transitar no acostamento,Tarde,3,0,0,0,2,0.0
2022,AL,Nordeste,Ultrapassagem Indevida,Madrugada,2,1,0,1,9,0.5
2022,AL,Nordeste,Ultrapassagem Indevida,Manhã,7,3,1,3,9,0.428571
2022,AL,Nordeste,Ultrapassagem Indevida,Noite,4,4,3,3,10,1.0
2022,AL,Nordeste,Ultrapassagem Indevida,Tarde,4,2,0,2,5,0.5
2022,AL,Nordeste,Velocidade Incompatível,Madrugada,7,3,2,4,20,0.428571
2022,AL,Nordeste,Velocidade Incompatível,Manhã,16,7,2,8,23,0.4375
2022,AL,Nordeste,Velocidade Incompatível,Noite,15,6,2,9,30,0.4
2022,AL,Nordeste,Velocidade Incompatível,Tarde,21,1,0,1,18,0.047619
2022,AM,Norte,Acessar a via sem observar a presença dos outros veículos,Noite,2,1,0,1,3,0.5
2022,AM,Norte,Acessar a via sem observar a presença dos outros veículos,Tarde,5,1,0,1,7,0.2
2022,AM,Norte,Acesso irregular,Tarde,2,0,0,0,1,0.0
2022,AM,Norte,Acumulo de água sobre o pavimento,Madrugada,1,1,0,1,2,1.0
2022,AM,Norte,Afundamento ou ondulação no pavimento,Tarde,2,1,3,0,5,0.5
2022,AM,Norte,Animais na Pista,Manhã,2,2,0,2,3,1.0
2022,AM,Norte,Animais na Pista,Noite,1,0,0,0,0,0.0
2022,AM,Norte,Ausência de reação do condutor,Madrugada,2,0,0,0,0,0.0
2022,AM,Norte,Ausência de reação do condutor,Manhã,3,1,2,0,3,0.333333
2022,AM,Norte,Ausência de reação do condutor,Tarde,7,1,0,1,3,0.142857
2022,AM,Norte,Avarias e/ou desgaste excessivo no pneu,Tarde,1,1,0,2,2,1.0
2022,AM,Norte,Condutor Dormindo,Madrugada,1,0,0,0,1,0.0
2022,AM,Norte,Condutor Dormindo,Manhã,2,1,1,0,3,0.5
2022,AM,Norte,Condutor Dormindo,Noite,2,0,0,0,0,0.0
2022,AM,Norte,Condutor deixou de manter distância do veículo da frente,Manhã,3,2,0,2,2,0.666667
2022,AM,Norte,Condutor deixou de manter distância do veículo da frente,Noite,1,0,0,0,1,0.0
2022,AM,Norte,Condutor deixou de manter distância do veículo da frente,Tarde,1,0,0,0,2,0.0
2022,AM,Norte,Curva acentuada,Noite,1,0,0,0,2,0.0
2022,AM,Norte,Deficiência do Sistema de Iluminação/Sinalização,Madrugada,1,0,0,0,3,0.0
2022,AM,Norte,Demais falhas mecânicas ou elétricas,Madrugada,1,0,0,0,0,0.0
2022,AM,Norte,Demais falhas mecânicas ou elétricas,Manhã,2,0,0,0,2,0.0
2022,AM,Norte,Demais falhas mecânicas ou elétricas,Tarde,5,0,0,0,5,0.0
2022,AM,Norte,Demais falhas na via,Manhã,3,1,5,1,24,0.333333
2022,AM,Norte,Demais falhas na via,Tarde,1,0,0,0,0,0.0
2022,AM,Norte,Falta de acostamento,Madrugada,1,1,1,0,1,1.0
2022,AM,Norte,Falta de elemento de contenção que evite a saída do leito carroçável,Tarde,1,1,1,0,1,1.0
2022,AM,Norte,Frear bruscamente,Manhã,1,0,0,0,2,0.0
2022,AM,Norte,Frear bruscamente,Tarde,1,0,0,0,2,0.0
2022,AM,Norte,Ingestão de álcool e/ou substâncias psicoativas pelo pedestre,Tarde,1,0,0,0,2,0.0
2022,AM,Norte,Ingestão de álcool pelo condutor,Madrugada,1,0,0,0,0,0.0
2022,AM,Norte,Ingestão de álcool pelo condutor,Manhã,1,0,0,0,0,0.0
2022,AM,Norte,Ingestão de álcool pelo condutor,Tarde,3,0,0,0,3,0.0
2022,AM,Norte,Mal súbito do condutor,Tarde,1,1,0,1,1,1.0
2022,AM,Norte,Manobra de mudança de faixa,Manhã,1,0,0,0,2,0.0
2022,AM,Norte,Manobra de mudança de faixa,Tarde,5,0,0,0,3,0.0
2022,AM,Norte,Obstrução na via,Madrugada,1,0,0,0,1,0.0
2022,AM,Norte,Pedestre andava na pista,Manhã,1,1,1,0,1,1.0
2022,AM,Norte,Pedestre andava na pista,Tarde,1,1,0,1,1,1.0
2022,AM,Norte,Pista Escorregadia,Noite,1,0,0,0,1,0.0
2022,AM,Norte,Pista Escorregadia,Tarde,1,0,0,0,2,0.0
2022,AM,Norte,Pista esburacada,Manhã,1,0,0,0,1,0.0
2022,AM,Norte,Pista esburacada,Noite,4,2,1,1,4,0.5
2022,AM,Norte,Pista esburacada,Tarde,2,1,0,1,2,0.5
2022,AM,Norte,Problema com o freio,Noite,2,0,0,0,0,0.0
2022,AM,Norte,Problema com o freio,Tarde,1,0,0,0,0,0.0
2022,AM,Norte,Reação tardia ou ineficiente do condutor,Madrugada,3,1,1,1,4,0.333333
2022,AM,Norte,Reação tardia ou ineficiente do condutor,Manhã,6,1,1,0,10,0.166667
2022,AM,Norte,Reação tardia ou ineficiente do condutor,Noite,4,2,1,1,4,0.5
2022,AM,Norte,Reação tardia ou ineficiente do condutor,Tarde,4,3,0,4,7,0.75
2022,AM,Norte,Transitar na contramão,Tarde,1,1,1,2,4,1.0
2022,AM,Norte,Ultrapassagem Indevida,Manhã,2,1,0,2,3,0.5
2022,AM,Norte,Ultrapassagem Indevida,Noite,2,1,0,3,5,0.5
2022,AM,Norte,Ultrapassagem Indevida,Tarde,3,0,0,0,6,0.0
2022,AM,Norte,Velocidade Incompatível,Manhã,1,0,0,0,0,0.0
2022,AM,Norte,Velocidade Incompatível,Noite,1,1,0,1,1,1.0
2022,AM,Norte,Velocidade Incompatível,Tarde,3,1,0,1,4,0.333333
2022,AP,Norte,Acessar a via sem observar a presença dos outros veículos,Manhã,10,2,0,2,10,0.2
2022,AP,Norte,Acessar a via sem observar a presença dos outros veículos,Noite,8,2,0,2,16,0.25
2022,AP,Norte,Acessar a via sem observar a presença dos outros veículos,Tarde,8,4,0,4,10,0.5
2022,AP,Norte,Acesso irregular,Tarde,1,0,0,0,1,0.0
2022,AP,Norte,Acumulo de água sobre o pavimento,Madrugada,1,1,1,0,1,1.0
2022,AP,Norte,Acumulo de água sobre o pavimento,Manhã,2,0,0,0,3,0.0
2022,AP,Norte,Acumulo de água sobre o pavimento,Tarde,2,1,1,0,3,0.5
2022,AP,Norte,Ausência de reação do condutor,Manhã,6,1,0,1,4,0.166667
2022,AP,Norte,Ausência de reação do condutor,Noite,3,0,0,0,1,0.0
2022,AP,Norte,Ausência de reação do condutor,Tarde,2,1,0,1,1,0.5
2022,AP,Norte,Ausência de sinalização,Manhã,1,0,0,0,0,0.0
2022,AP,Norte,Avarias e/ou desgaste excessivo no pneu,Manhã,1,0,0,0,0,0.0
2022,AP,Norte,Avarias e/ou desgaste excessivo no pneu,Tarde,1,1,0,2,2,1.0
2022,AP,Norte,Carga excessiva e/ou mal acondicionada,Madrugada,1,0,0,0,2,0.0
2022,AP,Norte,Carga excessiva e/ou mal acondicionada,Manhã,1,0,0,0,0,0.0
2022,AP,Norte,Chuva,Manhã,1,0,0,0,0,0.0
2022,AP,Norte,Chuva,Tarde,1,0,0,0,4,0.0
2022,AP,Norte,Condutor Dormindo,Madrugada,2,1,0,1,1,0.5
2022,AP,Norte,Condutor Dormindo,Manhã,2,0,0,0,3,0.0
2022,AP,Norte,Condutor Dormindo,Tarde,1,0,0,0,1,0.0
2022,AP,Norte,Condutor deixou de manter distância do veículo da frente,Manhã,3,0,0,0,3,0.0
2022,AP,Norte,Condutor deixou de manter distância do veículo da frente,Noite,8,0,0,0,8,0.0
2022,AP,Norte,Condutor deixou de manter distância do veículo da frente,Tarde,1,0,0,0,1,0.0
2022,AP,Norte,Conversão proibida,Noite,3,1,0,1,4,0.333333
2022,AP,Norte,Conversão proibida,Tarde,2,1,0,1,3,0.5
2022,AP,Norte,Curva acentuada,Madrugada,1,1,1,0,1,1.0
2022,AP,Norte,Deficiência do Sistema de Iluminação/Sinalização,Manhã,1,0,0,0,1,0.0
2022,AP,Norte,Demais falhas mecânicas ou elétricas,Madrugada,1,0,0,0,1,0.0
2022,AP,Norte,Demais falhas mecânicas ou elétricas,Manhã,1,1,0,1,1,1.0
2022,AP,Norte,Demais falhas mecânicas ou elétricas,Tarde,4,1,0,1,2,0.25
2022,AP,Norte,Demais falhas na via,Tarde,1,1,1,1,2,1.0
2022,AP,Norte,Desrespeitar a preferência no cruzamento,Noite,1,1,0,1,1,1.0
2022,AP,Norte,Desrespeitar a preferência no cruzamento,Tarde,1,1,0,1,1,1.0
2022,AP,Norte,Entrada inopinada do pedestre,Manhã,1,1,0,1,1,1.0
2022,AP,Norte,Entrada inopinada do pedestre,Noite,3,2,1,1,4,0.666667
2022,AP,Norte,Entrada inopinada do pedestre,Tarde,1,0,0,0,2,0.0
2022,AP,Norte,Estacionar ou parar em local proibido,Madrugada,2,1,2,3,6,0.5
2022,AP,Norte,Frear bruscamente,Noite,1,0,0,0,0,0.0
2022,AP,Norte,Iluminação deficiente,Noite,3,1,0,1,2,0.333333
2022,AP,Norte,Ingestão de álcool pelo condutor,Madrugada,5,2,0,2,5,0.4
2022,AP,Norte,Ingestão de álcool pelo condutor,Manhã,3,1,0,1,2,0.333333
2022,AP,Norte,Ingestão de álcool pelo condutor,Noite,4,0,0,0,2,0.0
2022,AP,Norte,Ingestão de álcool pelo condutor,Tarde,3,2,0,2,5,0.666667
2022,AP,Norte,Mal súbito do condutor,Manhã,1,0,0,0,1,0.0
2022,AP,Norte,Manobra de mudança de faixa,Manhã,3,0,0,0,5,0.0
2022,AP,Norte,Manobra de mudança de faixa,Noite,2,1,1,4,7,0.5
