ano,mes_numero,mes_nome,uf,regiao,total_acidentes,total_graves_fatais,total_mortos,total_feridos_graves,total_vitimas,taxa_gravidade
2022,6,Junho,RJ,Sudeste,386,68,12,69,434,0.176166
2022,6,Junho,RN,Nordeste,96,24,6,20,122,0.25
2022,6,Junho,RO,Norte,104,33,9,36,126,0.317308
2022,6,Junho,RR,Norte,30,6,1,5,29,0.2
2022,6,Junho,RS,Sul,365,83,23,89,387,0.227397
2022,6,Junho,SC,Sul,583,155,21,156,607,0.265866
2022,6,Junho,SE,Nordeste,43,10,2,12,43,0.232558
2022,6,Junho,SP,Sudeste,341,62,15,52,360,0.181818
2022,6,Junho,TO,Norte,43,21,6,23,69,0.488372
2022,7,Julho,AC,Norte,23,8,7,6,34,0.347826
2022,7,Julho,AL,Nordeste,52,19,2,21,64,0.365385
2022,7,Julho,AM,Norte,11,5,2,5,11,0.454545
2022,7,Julho,AP,Norte,14,4,0,5,19,0.285714
2022,7,Julho,BA,Nordeste,314,108,48,106,447,0.343949
2022,7,Julho,CE,Nordeste,93,26,12,20,118,0.27957
2022,7,Julho,DF,Centro-Oeste,104,16,1,16,106,0.153846
2022,7,Julho,ES,Sudeste,202,67,12,66,246,0.331683
2022,7,Julho,GO,Centro-Oeste,325,79,29,82,383,0.243077
2022,7,Julho,MA,Nordeste,92,42,16,47,139,0.456522
2022,7,Julho,MG,Sudeste,739,192,65,185,948,0.259811
2022,7,Julho,MS,Centro-Oeste,123,47,17,41,159,0.382114
2022,7,Julho,MT,Centro-Oeste,212,73,34,70,270,0.34434
2022,7,Julho,PA,Norte,84,42,19,38,135,0.5
2022,7,Julho,PB,Nordeste,114,42,13,39,140,0.368421
2022,7,Julho,PE,Nordeste,205,70,22,65,258,0.341463
2022,7,Julho,PI,Nordeste,86,29,9,26,94,0.337209
2022,7,Julho,PR,Sul,664,182,50,171,718,0.274096
2022,7,Julho,RJ,Sudeste,381,91,20,89,451,0.238845
2022,7,Julho,RN,Nordeste,121,30,8,36,159,0.247934
2022,7,Julho,RO,Norte,130,36,9,32,156,0.276923
2022,7,Julho,RR,Norte,14,4,4,5,17,0.285714
2022,7,Julho,RS,Sul,417,91,44,101,468,0.218225
2022,7,Julho,SC,Sul,662,184,26,186,726,0.277946
2022,7,Julho,SE,Nordeste,51,19,1,32,62,0.372549
2022,7,Julho,SP,Sudeste,358,75,12,67,382,0.209497
2022,7,Julho,TO,Norte,68,32,12,26,127,0.470588
2022,8,Agosto,AC,Norte,14,7,0,12,19,0.5
2022,8,Agosto,AL,Nordeste,65,21,7,18,79,0.323077
2022,8,Agosto,AM,Norte,14,3,3,2,16,0.214286
2022,8,Agosto,AP,Norte,16,6,2,6,16,0.375
2022,8,Agosto,BA,Nordeste,291,111,55,98,391,0.381443
2022,8,Agosto,CE,Nordeste,111,40,16,32,120,0.36036
2022,8,Agosto,DF,Centro-Oeste,84,19,6,16,84,0.22619
2022,8,Agosto,ES,Sudeste,201,69,17,70,255,0.343284
2022,8,Agosto,GO,Centro-Oeste,281,87,31,83,391,0.309609
2022,8,Agosto,MA,Nordeste,98,42,23,40,149,0.428571
2022,8,Agosto,MG,Sudeste,683,200,59,203,869,0.292826
2022,8,Agosto,MS,Centro-Oeste,147,54,15,53,175,0.367347
2022,8,Agosto,MT,Centro-Oeste,202,50,11,50,228,0.247525
2022,8,Agosto,PA,Norte,75,30,9,28,90,0.4
2022,8,Agosto,PB,Nordeste,130,40,4,44,149,0.307692
2022,8,Agosto,PE,Nordeste,239,81,28,76,305,0.338912
2022,8,Agosto,PI,Nordeste,114,58,19,48,166,0.508772
2022,8,Agosto,PR,Sul,644,166,54,162,727,0.257764
2022,8,Agosto,RJ,Sudeste,434,88,23,89,536,0.202765
2022,8,Agosto,RN,Nordeste,141,44,6,50,176,0.312057
2022,8,Agosto,RO,Norte,100,27,5,25,121,0.27
2022,8,Agosto,RR,Norte,11,4,2,3,13,0.363636
2022,8,Agosto,RS,Sul,444,105,26,113,509,0.236486
2022,8,Agosto,SC,Sul,595,166,38,183,707,0.278992
2022,8,Agosto,SE,Nordeste,49,21,5,23,63,0.428571
2022,8,Agosto,SP,Sudeste,375,73,16,66,427,0.194667
2022,8,Agosto,TO,Norte,52,17,6,13,56,0.326923
2022,9,Setembro,AC,Norte,26,9,3,9,33,0.346154
2022,9,Setembro,AL,Nordeste,46,17,3,16,51,0.369565
2022,9,Setembro,AM,Norte,11,4,6,4,33,0.363636
2022,9,Setembro,AP,Norte,20,9,1,11,25,0.45
2022,9,Setembro,BA,Nordeste,319,109,40,92,377,0.341693
2022,9,Setembro,CE,Nordeste,100,30,6,34,125,0.3
2022,9,Setembro,DF,Centro-Oeste,95,24,8,24,113,0.252632
2022,9,Setembro,ES,Sudeste,169,52,10,54,208,0.307692
2022,9,Setembro,GO,Centro-Oeste,268,74,22,81,334,0.276119
2022,9,Setembro,MA,Nordeste,109,45,20,37,131,0.412844
2022,9,Setembro,MG,Sudeste,731,209,58,258,1015,0.28591
2022,9,Setembro,MS,Centro-Oeste,129,38,11,36,140,0.294574
2022,9,Setembro,MT,Centro-Oeste,200,70,33,71,260,0.35
2022,9,Setembro,PA,Norte,82,46,31,33,124,0.560976
2022,9,Setembro,PB,Nordeste,128,52,14,53,166,0.40625
2022,9,Setembro,PE,Nordeste,245,90,19,84,288,0.367347
2022,9,Setembro,PI,Nordeste,98,38,11,34,114,0.387755
2022,9,Setembro,PR,Sul,621,171,62,157,718,0.275362
2022,9,Setembro,RJ,Sudeste,444,100,31,89,545,0.225225
2022,9,Setembro,RN,Nordeste,113,34,7,37,139,0.300885
2022,9,Setembro,RO,Norte,120,31,11,28,150,0.258333
2022,9,Setembro,RR,Norte,12,5,0,5,13,0.416667
2022,9,Setembro,RS,Sul,378,76,23,69,400,0.201058
2022,9,Setembro,SC,Sul,596,184,36,178,681,0.308725
2022,9,Setembro,SE,Nordeste,38,15,5,13,34,0.394737
2022,9,Setembro,SP,Sudeste,380,84,19,78,416,0.221053
2022,9,Setembro,TO,Norte,54,20,8,18,60,0.37037
2022,10,Outubro,AC,Norte,16,3,0,3,21,0.1875
2022,10,Outubro,AL,Nordeste,52,22,4,24,64,0.423077
2022,10,Outubro,AM,Norte,7,2,0,2,10,0.285714
2022,10,Outubro,AP,Norte,16,5,3,3,14,0.3125
2022,10,Outubro,BA,Nordeste,347,116,42,100,443,0.334294
2022,10,Outubro,CE,Nordeste,121,40,14,29,126,0.330579
2022,10,Outubro,DF,Centro-Oeste,79,14,5,14,92,0.177215
2022,10,Outubro,ES,Sudeste,185,53,10,55,253,0.286486
2022,10,Outubro,GO,Centro-Oeste,262,62,24,53,291,0.236641
2022,10,Outubro,MA,Nordeste,103,46,20,43,126,0.446602
2022,10,Outubro,MG,Sudeste,789,244,66,264,1156,0.309252
2022,10,Outubro,MS,Centro-Oeste,152,47,18,45,202,0.309211
2022,10,Outubro,MT,Centro-Oeste,184,51,27,50,225,0.277174
2022,10,Outubro,PA,Norte,56,30,10,28,73,0.535714
2022,10,Outubro,PB,Nordeste,151,55,16,48,172,0.364238
2022,10,Outubro,PE,Nordeste,285,115,30,119,342,0.403509
2022,10,Outubro,PI,Nordeste,112,51,13,48,124,0.455357
2022,10,Outubro,PR,Sul,643,177,47,162,740,0.275272
2022,10,Outubro,RJ,Sudeste,433,99,27,93,524,0.228637
2022,10,Outubro,RN,Nordeste,117,43,11,40,144,0.367521
2022,10,Outubro,RO,Norte,126,33,12,28,148,0.261905
2022,10,Outubro,RR,Norte,13,5,0,6,29,0.384615
2022,10,Outubro,RS,Sul,436,105,37,121,544,0.240826
2022,10,Outubro,SC,Sul,634,166,28,185,754,0.26183
2022,10,Outubro,SE,Nordeste,37,21,6,18,48,0.567568
2022,10,Outubro,SP,Sudeste,385,67,19,52,401,0.174026
2022,10,Outubro,TO,Norte,51,18,7,17,68,0.352941
2022,11,Novembro,AC,Norte,16,7,2,7,23,0.4375
2022,11,Novembro,AL,Nordeste,46,24,4,24,57,0.521739
2022,11,Novembro,AM,Norte,10,3,1,2,13,0.3
2022,11,Novembro,AP,Norte,19,10,3,8,26,0.526316
2022,11,Novembro,BA,Nordeste,264,86,29,87,366,0.325758
2022,11,Novembro,CE,Nordeste,105,41,9,40,127,0.390476
2022,11,Novembro,DF,Centro-Oeste,67,8,2,8,80,0.119403
2022,11,Novembro,ES,Sudeste,181,70,19,78,246,0.38674
2022,11,Novembro,GO,Centro-Oeste,217,60,19,56,258,0.276498
2022,11,Novembro,MA,Nordeste,79,42,23,48,131,0.531646
2022,11,Novembro,MG,Sudeste,677,195,48,217,938,0.288035
2022,11,Novembro,MS,Centro-Oeste,142,49,12,43,144,0.34507
2022,11,Novembro,MT,Centro-Oeste,143,36,10,36,187,0.251748
2022,11,Novembro,PA,Norte,66,28,17,28,85,0.424242
2022,11,Novembro,PB,Nordeste,118,30,12,21,146,0.254237
2022,11,Novembro,PE,Nordeste,224,78,24,69,250,0.348214
2022,11,Novembro,PI,Nordeste,87,38,10,38,113,0.436782
2022,11,Novembro,PR,Sul,620,165,59,167,754,0.266129
2022,11,Novembro,RJ,Sudeste,391,80,18,71,443,0.204604
2022,11,Novembro,RN,Nordeste,103,36,6,34,134,0.349515
2022,11,Novembro,RO,Norte,88,26,4,26,88,0.295455
2022,11,Novembro,RR,Norte,13,4,1,4,16,0.307692
2022,11,Novembro,RS,Sul,398,74,24,74,460,0.18593
2022,11,Novembro,SC,Sul,684,174,24,178,787,0.254386
2022,11,Novembro,SE,Nordeste,42,15,6,13,47,0.357143
2022,11,Novembro,SP,Sudeste,397,76,26,62,450,0.191436
2022,11,Novembro,TO,Norte,32,16,7,16,55,0.5
2022,12,Dezembro,AC,Norte,20,9,2,10,32,0.45
2022,12,Dezembro,AL,Nordeste,60,21,11,18,69,0.35
2022,12,Dezembro,AM,Norte,11,2,0,4,18,0.181818
2022,12,Dezembro,AP,Norte,16,7,2,10,26,0.4375
2022,12,Dezembro,BA,Nordeste,286,102,45,101,372,0.356643
2022,12,Dezembro,CE,Nordeste,133,49,17,46,192,0.368421
2022,12,Dezembro,DF,Centro-Oeste,75,19,6,15,79,0.253333
2022,12,Dezembro,ES,Sudeste,169,53,7,68,226,0.313609
2022,12,Dezembro,GO,Centro-Oeste,304,82,30,80,383,0.269737
2022,12,Dezembro,MA,Nordeste,121,56,29,40,159,0.46281
2022,12,Dezembro,MG,Sudeste,778,198,58,197,1095,0.254499
2022,12,Dezembro,MS,Centro-Oeste,152,40,12,42,183,0.263158
2022,12,Dezembro,MT,Centro-Oeste,196,57,15,54,226,0.290816
2022,12,Dezembro,PA,Norte,101,45,17,61,170,0.445545
2022,12,Dezembro,PB,Nordeste,134,49,17,54,175,0.365672
2022,12,Dezembro,PE,Nordeste,265,85,34,78,386,0.320755
2022,12,Dezembro,PI,Nordeste,98,44,14,40,120,0.44898
2022,12,Dezembro,PR,Sul,611,149,36,162,728,0.243863
2022,12,Dezembro,RJ,Sudeste,466,89,23,80,531,0.190987
2022,12,Dezembro,RN,Nordeste,118,39,10,45,140,0.330508
2022,12,Dezembro,RO,Norte,115,28,5,28,132,0.243478
2022,12,Dezembro,RR,Norte,17,11,3,11,29,0.647059
2022,12,Dezembro,RS,Sul,446,97,23,102,530,0.217489
2022,12,Dezembro,SC,Sul,664,162,28,161,774,0.243976
2022,12,Dezembro,SE,Nordeste,30,17,4,17,47,0.566667
2022,12,Dezembro,SP,Sudeste,395,79,20,69,454,0.2
2022,12,Dezembro,TO,Norte,57,17,2,21,80,0.298246
2023,1,Janeiro,AC,Norte,14,2,0,2,17,0.142857
2023,1,Janeiro,AL,Nordeste,48,23,7,27,69,0.479167
2023,1,Janeiro,AM,Norte,7,2,2,0,11,0.285714
2023,1,Janeiro,AP,Norte,13,4,0,4,15,0.307692
2023,1,Janeiro,BA,Nordeste,291,104,38,108,464,0.357388
2023,1,Janeiro,CE,Nordeste,100,30,11,26,124,0.3
2023,1,Janeiro,DF,Centro-Oeste,62,9,3,9,59,0.145161
2023,1,Janeiro,ES,Sudeste,184,66,23,67,256,0.358696
2023,1,Janeiro,GO,Centro-Oeste,256,65,19,74,361,0.253906
2023,1,Janeiro,MA,Nordeste,79,28,18,23,121,0.35443
2023,1,Janeiro,MG,Sudeste,734,202,56,249,1060,0.275204
2023,1,Janeiro,MS,Centro-Oeste,126,36,15,37,161,0.285714
2023,1,Janeiro,MT,Centro-Oeste,160,51,24,43,250,0.31875
2023,1,Janeiro,PA,Norte,54,22,11,19,75,0.407407
2023,1,Janeiro,PB,Nordeste,120,42,11,42,171,0.35
