data,ano,mes_numero,dia_semana,dia_semana_numero,fim_semana,uf,regiao,total_acidentes,total_graves_fatais,total_mortos,total_feridos_graves,total_vitimas,taxa_gravidade
2022-06-26,2022,6,domingo,0,True,ES,Sudeste,7,5,0,6,8,0.714286
2022-06-26,2022,6,domingo,0,True,GO,Centro-Oeste,13,5,2,4,14,0.384615
2022-06-26,2022,6,domingo,0,True,MA,Nordeste,3,2,1,1,2,0.666667
2022-06-26,2022,6,domingo,0,True,MG,Sudeste,20,6,0,6,24,0.3
2022-06-26,2022,6,domingo,0,True,MS,Centro-Oeste,10,5,2,3,11,0.5
2022-06-26,2022,6,domingo,0,True,MT,Centro-Oeste,8,3,0,3,7,0.375
2022-06-26,2022,6,domingo,0,True,PA,Norte,1,1,0,1,1,1.0
2022-06-26,2022,6,domingo,0,True,PB,Nordeste,6,1,0,1,5,0.166667
2022-06-26,2022,6,domingo,0,True,PE,Nordeste,9,3,0,3,7,0.333333
2022-06-26,2022,6,domingo,0,True,PI,Nordeste,5,1,0,1,5,0.2
2022-06-26,2022,6,domingo,0,True,PR,Sul,23,7,3,6,28,0.304348
2022-06-26,2022,6,domingo,0,True,RJ,Sudeste,25,6,2,8,33,0.24
2022-06-26,2022,6,domingo,0,True,RN,Nordeste,4,1,0,2,5,0.25
2022-06-26,2022,6,domingo,0,True,RO,Norte,3,1,0,1,4,0.333333
2022-06-26,2022,6,domingo,0,True,RR,Norte,1,1,0,1,1,1.0
2022-06-26,2022,6,domingo,0,True,RS,Sul,9,2,0,3,13,0.222222
2022-06-26,2022,6,domingo,0,True,SC,Sul,17,3,0,3,19,0.176471
2022-06-26,2022,6,domingo,0,True,SE,Nordeste,1,0,0,0,1,0.0
2022-06-26,2022,6,domingo,0,True,SP,Sudeste,16,3,3,1,15,0.1875
2022-06-26,2022,6,domingo,0,True,TO,Norte,2,1,0,2,2,0.5
2022-06-27,2022,6,segunda-feira,1,False,AC,Norte,1,0,0,0,2,0.0
2022-06-27,2022,6,segunda-feira,1,False,AL,Nordeste,3,2,0,2,3,0.666667
2022-06-27,2022,6,segunda-feira,1,False,BA,Nordeste,9,4,3,1,9,0.444444
2022-06-27,2022,6,segunda-feira,1,False,CE,Nordeste,5,1,2,1,9,0.2
2022-06-27,2022,6,segunda-feira,1,False,DF,Centro-Oeste,2,0,0,0,2,0.0
2022-06-27,2022,6,segunda-feira,1,False,ES,Sudeste,7,4,1,4,12,0.571429
2022-06-27,2022,6,segunda-feira,1,False,GO,Centro-Oeste,11,2,0,2,12,0.181818
2022-06-27,2022,6,segunda-feira,1,False,MA,Nordeste,2,0,0,0,2,0.0
2022-06-27,2022,6,segunda-feira,1,False,MG,Sudeste,20,10,3,8,26,0.5
2022-06-27,2022,6,segunda-feira,1,False,MS,Centro-Oeste,3,0,0,0,4,0.0
2022-06-27,2022,6,segunda-feira,1,False,MT,Centro-Oeste,7,3,2,1,5,0.428571
2022-06-27,2022,6,segunda-feira,1,False,PA,Norte,1,1,1,0,1,1.0
2022-06-27,2022,6,segunda-feira,1,False,PB,Nordeste,6,1,0,1,5,0.166667
2022-06-27,2022,6,segunda-feira,1,False,PE,Nordeste,10,3,0,3,13,0.3
2022-06-27,2022,6,segunda-feira,1,False,PR,Sul,14,2,1,1,15,0.142857
2022-06-27,2022,6,segunda-feira,1,False,RJ,Sudeste,14,2,0,2,13,0.142857
2022-06-27,2022,6,segunda-feira,1,False,RN,Nordeste,1,0,0,0,3,0.0
2022-06-27,2022,6,segunda-feira,1,False,RO,Norte,4,0,0,0,3,0.0
2022-06-27,2022,6,segunda-feira,1,False,RS,Sul,9,2,0,2,8,0.222222
2022-06-27,2022,6,segunda-feira,1,False,SC,Sul,17,3,3,3,17,0.176471
2022-06-27,2022,6,segunda-feira,1,False,SE,Nordeste,1,0,0,0,1,0.0
2022-06-27,2022,6,segunda-feira,1,False,SP,Sudeste,8,2,0,2,10,0.25
2022-06-27,2022,6,segunda-feira,1,False,TO,Norte,3,1,1,0,2,0.333333
2022-06-28,2022,6,terça-feira,2,False,AL,Nordeste,2,1,0,1,2,0.5
2022-06-28,2022,6,terça-feira,2,False,BA,Nordeste,8,3,3,1,13,0.375
2022-06-28,2022,6,terça-feira,2,False,CE,Nordeste,2,1,0,1,2,0.5
2022-06-28,2022,6,terça-feira,2,False,DF,Centro-Oeste,3,1,0,1,2,0.333333
2022-06-28,2022,6,terça-feira,2,False,ES,Sudeste,6,2,1,1,7,0.333333
2022-06-28,2022,6,terça-feira,2,False,GO,Centro-Oeste,5,1,1,0,6,0.2
2022-06-28,2022,6,terça-feira,2,False,MA,Nordeste,2,1,1,0,2,0.5
2022-06-28,2022,6,terça-feira,2,False,MG,Sudeste,18,4,4,2,28,0.222222
2022-06-28,2022,6,terça-feira,2,False,MS,Centro-Oeste,2,1,0,1,3,0.5
2022-06-28,2022,6,terça-feira,2,False,MT,Centro-Oeste,9,2,0,2,11,0.222222
2022-06-28,2022,6,terça-feira,2,False,PB,Nordeste,3,1,0,1,2,0.333333
2022-06-28,2022,6,terça-feira,2,False,PE,Nordeste,9,3,0,4,15,0.333333
2022-06-28,2022,6,terça-feira,2,False,PI,Nordeste,5,1,0,1,5,0.2
2022-06-28,2022,6,terça-feira,2,False,PR,Sul,8,1,0,1,11,0.125
2022-06-28,2022,6,terça-feira,2,False,RJ,Sudeste,8,1,0,1,9,0.125
2022-06-28,2022,6,terça-feira,2,False,RN,Nordeste,1,1,0,1,1,1.0
2022-06-28,2022,6,terça-feira,2,False,RO,Norte,3,1,0,1,4,0.333333
2022-06-28,2022,6,terça-feira,2,False,RR,Norte,1,0,0,0,1,0.0
2022-06-28,2022,6,terça-feira,2,False,RS,Sul,10,2,0,2,10,0.2
2022-06-28,2022,6,terça-feira,2,False,SC,Sul,13,4,0,4,20,0.307692
2022-06-28,2022,6,terça-feira,2,False,SE,Nordeste,2,0,0,0,1,0.0
2022-06-28,2022,6,terça-feira,2,False,SP,Sudeste,9,1,1,0,9,0.111111
2022-06-28,2022,6,terça-feira,2,False,TO,Norte,2,0,0,0,2,0.0
2022-06-29,2022,6,quarta-feira,3,False,AC,Norte,1,1,1,0,2,1.0
2022-06-29,2022,6,quarta-feira,3,False,AL,Nordeste,3,2,1,2,3,0.666667
2022-06-29,2022,6,quarta-feira,3,False,BA,Nordeste,10,3,3,1,11,0.3
2022-06-29,2022,6,quarta-feira,3,False,CE,Nordeste,5,1,0,2,7,0.2
2022-06-29,2022,6,quarta-feira,3,False,DF,Centro-Oeste,2,0,0,0,1,0.0
2022-06-29,2022,6,quarta-feira,3,False,ES,Sudeste,6,1,0,1,7,0.166667
2022-06-29,2022,6,quarta-feira,3,False,GO,Centro-Oeste,4,3,1,6,9,0.75
2022-06-29,2022,6,quarta-feira,3,False,MA,Nordeste,2,1,0,1,2,0.5
2022-06-29,2022,6,quarta-feira,3,False,MG,Sudeste,18,6,4,5,18,0.333333
2022-06-29,2022,6,quarta-feira,3,False,MS,Centro-Oeste,5,1,0,1,4,0.2
2022-06-29,2022,6,quarta-feira,3,False,MT,Centro-Oeste,3,0,0,0,3,0.0
2022-06-29,2022,6,quarta-feira,3,False,PB,Nordeste,1,1,0,1,1,1.0
2022-06-29,2022,6,quarta-feira,3,False,PE,Nordeste,4,1,0,1,4,0.25
2022-06-29,2022,6,quarta-feira,3,False,PI,Nordeste,1,0,0,0,1,0.0
2022-06-29,2022,6,quarta-feira,3,False,PR,Sul,16,4,0,4,16,0.25
2022-06-29,2022,6,quarta-feira,3,False,RJ,Sudeste,14,2,0,2,13,0.142857
2022-06-29,2022,6,quarta-feira,3,False,RN,Nordeste,4,2,0,2,4,0.5
2022-06-29,2022,6,quarta-feira,3,False,RO,Norte,1,0,0,0,1,0.0
2022-06-29,2022,6,quarta-feira,3,False,RS,Sul,7,3,2,7,11,0.428571
2022-06-29,2022,6,quarta-feira,3,False,SC,Sul,22,7,0,7,29,0.318182
2022-06-29,2022,6,quarta-feira,3,False,SP,Sudeste,17,2,1,1,18,0.117647
2022-06-29,2022,6,quarta-feira,3,False,TO,Norte,1,1,0,1,1,1.0
2022-06-30,2022,6,quinta-feira,4,False,AL,Nordeste,1,1,1,0,1,1.0
2022-06-30,2022,6,quinta-feira,4,False,BA,Nordeste,8,4,0,4,10,0.5
2022-06-30,2022,6,quinta-feira,4,False,CE,Nordeste,4,3,0,10,11,0.75
2022-06-30,2022,6,quinta-feira,4,False,DF,Centro-Oeste,4,0,0,0,2,0.0
2022-06-30,2022,6,quinta-feira,4,False,ES,Sudeste,3,2,0,2,2,0.666667
2022-06-30,2022,6,quinta-feira,4,False,GO,Centro-Oeste,5,2,0,2,8,0.4
2022-06-30,2022,6,quinta-feira,4,False,MA,Nordeste,3,0,0,0,2,0.0
2022-06-30,2022,6,quinta-feira,4,False,MG,Sudeste,18,6,4,3,22,0.333333
2022-06-30,2022,6,quinta-feira,4,False,MS,Centro-Oeste,5,1,1,0,6,0.2
2022-06-30,2022,6,quinta-feira,4,False,MT,Centro-Oeste,8,1,0,1,4,0.125
2022-06-30,2022,6,quinta-feira,4,False,PA,Norte,1,0,0,0,2,0.0
2022-06-30,2022,6,quinta-feira,4,False,PE,Nordeste,8,2,0,3,5,0.25
2022-06-30,2022,6,quinta-feira,4,False,PR,Sul,23,8,1,7,29,0.347826
2022-06-30,2022,6,quinta-feira,4,False,RJ,Sudeste,11,2,2,0,14,0.181818
2022-06-30,2022,6,quinta-feira,4,False,RN,Nordeste,1,1,1,0,2,1.0
2022-06-30,2022,6,quinta-feira,4,False,RO,Norte,4,1,0,1,6,0.25
2022-06-30,2022,6,quinta-feira,4,False,RR,Norte,1,0,0,0,2,0.0
2022-06-30,2022,6,quinta-feira,4,False,RS,Sul,13,2,1,2,18,0.153846
2022-06-30,2022,6,quinta-feira,4,False,SC,Sul,21,4,0,4,26,0.190476
2022-06-30,2022,6,quinta-feira,4,False,SE,Nordeste,1,1,1,0,1,1.0
2022-06-30,2022,6,quinta-feira,4,False,SP,Sudeste,3,2,1,1,3,0.666667
2022-07-01,2022,7,sexta-feira,5,False,AL,Nordeste,2,0,0,0,2,0.0
2022-07-01,2022,7,sexta-feira,5,False,AP,Norte,1,0,0,0,2,0.0
2022-07-01,2022,7,sexta-feira,5,False,BA,Nordeste,10,4,0,5,19,0.4
2022-07-01,2022,7,sexta-feira,5,False,CE,Nordeste,3,1,0,1,2,0.333333
2022-07-01,2022,7,sexta-feira,5,False,DF,Centro-Oeste,4,0,0,0,3,0.0
2022-07-01,2022,7,sexta-feira,5,False,ES,Sudeste,5,2,0,3,5,0.4
2022-07-01,2022,7,sexta-feira,5,False,GO,Centro-Oeste,10,4,1,4,13,0.4
2022-07-01,2022,7,sexta-feira,5,False,MA,Nordeste,1,0,0,0,1,0.0
2022-07-01,2022,7,sexta-feira,5,False,MG,Sudeste,24,5,2,4,27,0.208333
2022-07-01,2022,7,sexta-feira,5,False,MS,Centro-Oeste,2,0,0,0,3,0.0
2022-07-01,2022,7,sexta-feira,5,False,MT,Centro-Oeste,7,1,0,1,5,0.142857
2022-07-01,2022,7,sexta-feira,5,False,PA,Norte,1,0,0,0,1,0.0
2022-07-01,2022,7,sexta-feira,5,False,PB,Nordeste,2,1,0,1,3,0.5
2022-07-01,2022,7,sexta-feira,5,False,PE,Nordeste,11,2,1,2,14,0.181818
2022-07-01,2022,7,sexta-feira,5,False,PI,Nordeste,2,1,0,1,2,0.5
2022-07-01,2022,7,sexta-feira,5,False,PR,Sul,21,8,2,9,28,0.380952
2022-07-01,2022,7,sexta-feira,5,False,RJ,Sudeste,16,3,0,3,21,0.1875
2022-07-01,2022,7,sexta-feira,5,False,RN,Nordeste,6,1,0,1,6,0.166667
2022-07-01,2022,7,sexta-feira,5,False,RO,Norte,7,3,0,4,8,0.428571
2022-07-01,2022,7,sexta-feira,5,False,RS,Sul,23,7,1,11,24,0.304348
2022-07-01,2022,7,sexta-feira,5,False,SC,Sul,19,3,1,2,18,0.157895
2022-07-01,2022,7,sexta-feira,5,False,SP,Sudeste,10,2,0,2,11,0.2
2022-07-01,2022,7,sexta-feira,5,False,TO,Norte,3,1,0,1,4,0.333333
2022-07-02,2022,7,sábado,6,True,AC,Norte,1,0,0,0,0,0.0
2022-07-02,2022,7,sábado,6,True,AL,Nordeste,3,2,0,2,4,0.666667
2022-07-02,2022,7,sábado,6,True,AP,Norte,1,1,0,1,1,1.0
2022-07-02,2022,7,sábado,6,True,BA,Nordeste,13,5,2,3,18,0.384615
2022-07-02,2022,7,sábado,6,True,CE,Nordeste,5,1,1,0,7,0.2
2022-07-02,2022,7,sábado,6,True,DF,Centro-Oeste,1,0,0,0,1,0.0
2022-07-02,2022,7,sábado,6,True,ES,Sudeste,13,1,0,1,13,0.076923
2022-07-02,2022,7,sábado,6,True,GO,Centro-Oeste,8,2,0,2,5,0.25
2022-07-02,2022,7,sábado,6,True,MA,Nordeste,4,1,0,1,3,0.25
2022-07-02,2022,7,sábado,6,True,MG,Sudeste,15,6,2,5,13,0.4
2022-07-02,2022,7,sábado,6,True,MS,Centro-Oeste,3,1,0,1,4,0.333333
2022-07-02,2022,7,sábado,6,True,MT,Centro-Oeste,12,4,1,4,17,0.333333
2022-07-02,2022,7,sábado,6,True,PA,Norte,4,3,0,3,3,0.75
2022-07-02,2022,7,sábado,6,True,PB,Nordeste,3,1,0,1,1,0.333333
2022-07-02,2022,7,sábado,6,True,PE,Nordeste,7,1,0,1,10,0.142857
2022-07-02,2022,7,sábado,6,True,PI,Nordeste,3,2,0,2,3,0.666667
2022-07-02,2022,7,sábado,6,True,PR,Sul,23,7,2,6,27,0.304348
2022-07-02,2022,7,sábado,6,True,RJ,Sudeste,18,6,1,5,21,0.333333
2022-07-02,2022,7,sábado,6,True,RN,Nordeste,3,0,0,0,2,0.0
2022-07-02,2022,7,sábado,6,True,RO,Norte,5,2,0,3,8,0.4
2022-07-02,2022,7,sábado,6,True,RS,Sul,24,4,0,6,19,0.166667
2022-07-02,2022,7,sábado,6,True,SC,Sul,28,10,2,13,30,0.357143
2022-07-02,2022,7,sábado,6,True,SE,Nordeste,1,0,0,0,1,0.0
2022-07-02,2022,7,sábado,6,True,SP,Sudeste,13,3,1,3,9,0.230769
2022-07-03,2022,7,domingo,0,True,AC,Norte,3,2,1,1,4,0.666667
2022-07-03,2022,7,domingo,0,True,AL,Nordeste,1,0,0,0,0,0.0
2022-07-03,2022,7,domingo,0,True,BA,Nordeste,13,5,2,4,14,0.384615
2022-07-03,2022,7,domingo,0,True,CE,Nordeste,5,1,0,1,3,0.2
2022-07-03,2022,7,domingo,0,True,DF,Centro-Oeste,7,1,0,2,7,0.142857
2022-07-03,2022,7,domingo,0,True,ES,Sudeste,9,3,1,2,12,0.333333
2022-07-03,2022,7,domingo,0,True,GO,Centro-Oeste,14,4,1,3,18,0.285714
2022-07-03,2022,7,domingo,0,True,MA,Nordeste,4,2,1,2,7,0.5
2022-07-03,2022,7,domingo,0,True,MG,Sudeste,25,6,5,8,42,0.24
2022-07-03,2022,7,domingo,0,True,MS,Centro-Oeste,9,3,1,2,7,0.333333
2022-07-03,2022,7,domingo,0,True,MT,Centro-Oeste,13,4,4,1,18,0.307692
2022-07-03,2022,7,domingo,0,True,PA,Norte,4,3,2,4,9,0.75
2022-07-03,2022,7,domingo,0,True,PB,Nordeste,5,1,0,1,3,0.2
2022-07-03,2022,7,domingo,0,True,PE,Nordeste,6,3,1,3,11,0.5
2022-07-03,2022,7,domingo,0,True,PI,Nordeste,3,2,1,1,3,0.666667
2022-07-03,2022,7,domingo,0,True,PR,Sul,27,9,3,6,37,0.333333
2022-07-03,2022,7,domingo,0,True,RJ,Sudeste,11,2,0,3,13,0.181818
2022-07-03,2022,7,domingo,0,True,RN,Nordeste,3,2,1,3,9,0.666667
2022-07-03,2022,7,domingo,0,True,RO,Norte,4,2,1,1,3,0.5
2022-07-03,2022,7,domingo,0,True,RS,Sul,7,2,2,0,10,0.285714
2022-07-03,2022,7,domingo,0,True,SC,Sul,20,4,0,4,19,0.2
2022-07-03,2022,7,domingo,0,True,SE,Nordeste,1,0,0,0,1,0.0
2022-07-03,2022,7,domingo,0,True,SP,Sudeste,10,0,0,0,6,0.0
2022-07-03,2022,7,domingo,0,True,TO,Norte,3,1,0,2,12,0.333333
2022-07-04,2022,7,segunda-feira,1,False,AC,Norte,1,1,1,0,1,1.0
2022-07-04,2022,7,segunda-feira,1,False,AL,Nordeste,3,1,0,1,4,0.333333
2022-07-04,2022,7,segunda-feira,1,False,BA,Nordeste,8,4,1,4,12,0.5
2022-07-04,2022,7,segunda-feira,1,False,CE,Nordeste,3,1,0,1,5,0.333333
2022-07-04,2022,7,segunda-feira,1,False,DF,Centro-Oeste,2,0,0,0,2,0.0
2022-07-04,2022,7,segunda-feira,1,False,ES,Sudeste,5,2,0,3,7,0.4
2022-07-04,2022,7,segunda-feira,1,False,GO,Centro-Oeste,7,4,0,7,12,0.571429
2022-07-04,2022,7,segunda-feira,1,False,MA,Nordeste,5,3,0,5,9,0.6
2022-07-04,2022,7,segunda-feira,1,False,MG,Sudeste,25,8,4,5,28,0.32
2022-07-04,2022,7,segunda-feira,1,False,MS,Centro-Oeste,2,1,0,1,5,0.5
2022-07-04,2022,7,segunda-feira,1,False,MT,Centro-Oeste,8,5,6,4,11,0.625
2022-07-04,2022,7,segunda-feira,1,False,PA,Norte,1,1,0,2,2,1.0
2022-07-04,2022,7,segunda-feira,1,False,PB,Nordeste,1,0,0,0,2,0.0
2022-07-04,2022,7,segunda-feira,1,False,PE,Nordeste,3,2,1,1,4,0.666667
2022-07-04,2022,7,segunda-feira,1,False,PI,Nordeste,1,0,0,0,1,0.0
2022-07-04,2022,7,segunda-feira,1,False,PR,Sul,25,6,1,7,31,0.24
2022-07-04,2022,7,segunda-feira,1,False,RJ,Sudeste,14,5,2,6,20,0.357143
2022-07-04,2022,7,segunda-feira,1,False,RN,Nordeste,7,3,2,3,15,0.428571
2022-07-04,2022,7,segunda-feira,1,False,RO,Norte,3,0,0,0,4,0.0
2022-07-04,2022,7,segunda-feira,1,False,RS,Sul,13,2,7,1,19,0.153846
2022-07-04,2022,7,segunda-feira,1,False,SC,Sul,12,2,0,2,12,0.166667
2022-07-04,2022,7,segunda-feira,1,False,SE,Nordeste,1,0,0,0,0,0.0
2022-07-04,2022,7,segunda-feira,1,False,SP,Sudeste,12,3,1,2,13,0.25
2022-07-05,2022,7,terça-feira,2,False,AC,Norte,3,1,0,1,5,0.333333
2022-07-05,2022,7,terça-feira,2,False,BA,Nordeste,10,6,2,5,15,0.6
2022-07-05,2022,7,terça-feira,2,False,CE,Nordeste,5,0,0,0,4,0.0
2022-07-05,2022,7,terça-feira,2,False,DF,Centro-Oeste,4,1,0,1,4,0.25
2022-07-05,2022,7,terça-feira,2,False,ES,Sudeste,7,2,1,1,7,0.285714
2022-07-05,2022,7,terça-feira,2,False,GO,Centro-Oeste,8,0,0,0,7,0.0
2022-07-05,2022,7,terça-feira,2,False,MA,Nordeste,1,0,0,0,0,0.0
2022-07-05,2022,7,terça-feira,2,False,MG,Sudeste,25,5,0,7,30,0.2
2022-07-05,2022,7,terça-feira,2,False,MS,Centro-Oeste,2,1,1,0,2,0.5
2022-07-05,2022,7,terça-feira,2,False,MT,Centro-Oeste,4,2,0,4,9,0.5
2022-07-05,2022,7,terça-feira,2,False,PB,Nordeste,4,1,0,1,7,0.25
2022-07-05,2022,7,terça-feira,2,False,PE,Nordeste,4,0,0,0,6,0.0
2022-07-05,2022,7,terça-feira,2,False,PR,Sul,16,3,1,2,13,0.1875
2022-07-05,2022,7,terça-feira,2,False,RJ,Sudeste,8,1,0,1,10,0.125
2022-07-05,2022,7,terça-feira,2,False,RN,Nordeste,5,1,0,1,6,0.2
2022-07-05,2022,7,terça-feira,2,False,RO,Norte,3,1,1,0,3,0.333333
2022-07-05,2022,7,terça-feira,2,False,RS,Sul,13,4,1,4,13,0.307692
2022-07-05,2022,7,terça-feira,2,False,SC,Sul,17,2,0,2,17,0.117647
2022-07-05,2022,7,terça-feira,2,False,SE,Nordeste,3,2,0,3,4,0.666667
2022-07-05,2022,7,terça-feira,2,False,SP,Sudeste,10,2,0,2,10,0.2
2022-07-06,2022,7,quarta-feira,3,False,AC,Norte,1,0,0,0,0,0.0
2022-07-06,2022,7,quarta-feira,3,False,AP,Norte,1,0,0,0,1,0.0
2022-07-06,2022,7,quarta-feira,3,False,BA,Nordeste,8,1,0,3,11,0.125
2022-07-06,2022,7,quarta-feira,3,False,CE,Nordeste,4,2,1,3,8,0.5
2022-07-06,2022,7,quarta-feira,3,False,DF,Centro-Oeste,2,0,0,0,3,0.0
2022-07-06,2022,7,quarta-feira,3,False,ES,Sudeste,4,1,0,1,3,0.25
2022-07-06,2022,7,quarta-feira,3,False,GO,Centro-Oeste,12,1,1,0,19,0.083333
2022-07-06,2022,7,quarta-feira,3,False,MA,Nordeste,5,1,1,0,5,0.2
2022-07-06,2022,7,quarta-feira,3,False,MG,Sudeste,16,3,1,3,18,0.1875
2022-07-06,2022,7,quarta-feira,3,False,MS,Centro-Oeste,5,3,2,2,7,0.6
2022-07-06,2022,7,quarta-feira,3,False,MT,Centro-Oeste,5,2,1,1,3,0.4
2022-07-06,2022,7,quarta-feira,3,False,PA,Norte,3,1,0,1,3,0.333333
2022-07-06,2022,7,quarta-feira,3,False,PB,Nordeste,2,0,0,0,3,0.0
2022-07-06,2022,7,quarta-feira,3,False,PE,Nordeste,5,3,1,3,7,0.6
2022-07-06,2022,7,quarta-feira,3,False,PI,Nordeste,5,1,0,1,5,0.2
2022-07-06,2022,7,quarta-feira,3,False,PR,Sul,25,8,1,8,25,0.32
2022-07-06,2022,7,quarta-feira,3,False,RJ,Sudeste,14,4,0,4,18,0.285714
2022-07-06,2022,7,quarta-feira,3,False,RN,Nordeste,1,0,0,0,3,0.0
2022-07-06,2022,7,quarta-feira,3,False,RO,Norte,2,1,0,1,4,0.5
2022-07-06,2022,7,quarta-feira,3,False,RR,Norte,2,0,0,0,2,0.0
2022-07-06,2022,7,quarta-feira,3,False,RS,Sul,7,2,2,5,11,0.285714
2022-07-06,2022,7,quarta-feira,3,False,SC,Sul,23,6,1,5,22,0.26087
2022-07-06,2022,7,quarta-feira,3,False,SP,Sudeste,6,0,0,0,4,0.0
2022-07-06,2022,7,quarta-feira,3,False,TO,Norte,3,2,1,3,12,0.666667
2022-07-07,2022,7,quinta-feira,4,False,AC,Norte,1,0,0,0,1,0.0
2022-07-07,2022,7,quinta-feira,4,False,AL,Nordeste,1,1,0,2,3,1.0
2022-07-07,2022,7,quinta-feira,4,False,BA,Nordeste,8,5,7,2,12,0.625
2022-07-07,2022,7,quinta-feira,4,False,CE,Nordeste,2,1,0,1,3,0.5
2022-07-07,2022,7,quinta-feira,4,False,DF,Centro-Oeste,4,0,0,0,2,0.0
2022-07-07,2022,7,quinta-feira,4,False,ES,Sudeste,4,2,0,2,4,0.5
2022-07-07,2022,7,quinta-feira,4,False,GO,Centro-Oeste,4,0,0,0,6,0.0
2022-07-07,2022,7,quinta-feira,4,False,MA,Nordeste,3,2,2,1,4,0.666667
2022-07-07,2022,7,quinta-feira,4,False,MG,Sudeste,22,8,2,7,25,0.363636
2022-07-07,2022,7,quinta-feira,4,False,MS,Centro-Oeste,3,1,0,2,3,0.333333
2022-07-07,2022,7,quinta-feira,4,False,MT,Centro-Oeste,5,3,0,3,5,0.6
2022-07-07,2022,7,quinta-feira,4,False,PA,Norte,4,3,3,0,4,0.75
2022-07-07,2022,7,quinta-feira,4,False,PB,Nordeste,3,0,0,0,3,0.0
2022-07-07,2022,7,quinta-feira,4,False,PE,Nordeste,7,5,3,3,7,0.714286
2022-07-07,2022,7,quinta-feira,4,False,PI,Nordeste,2,2,1,2,3,1.0
2022-07-07,2022,7,quinta-feira,4,False,PR,Sul,20,3,0,3,16,0.15
2022-07-07,2022,7,quinta-feira,4,False,RJ,Sudeste,13,2,0,4,13,0.153846
2022-07-07,2022,7,quinta-feira,4,False,RN,Nordeste,1,0,0,0,1,0.0
2022-07-07,2022,7,quinta-feira,4,False,RO,Norte,3,0,0,0,1,0.0
2022-07-07,2022,7,quinta-feira,4,False,RS,Sul,9,2,2,1,7,0.222222
2022-07-07,2022,7,quinta-feira,4,False,SC,Sul,21,7,1,7,29,0.333333
2022-07-07,2022,7,quinta-feira,4,False,SE,Nordeste,4,1,0,1,6,0.25
2022-07-07,2022,7,quinta-feira,4,False,SP,Sudeste,12,5,2,3,14,0.416667
2022-07-08,2022,7,sexta-feira,5,False,AC,Norte,1,1,0,1,2,1.0
2022-07-08,2022,7,sexta-feira,5,False,AL,Nordeste,5,3,0,3,7,0.6
2022-07-08,2022,7,sexta-feira,5,False,AM,Norte,1,1,0,1,1,1.0
2022-07-08,2022,7,sexta-feira,5,False,BA,Nordeste,12,4,1,4,14,0.333333
2022-07-08,2022,7,sexta-feira,5,False,CE,Nordeste,1,0,0,0,3,0.0
2022-07-08,2022,7,sexta-feira,5,False,DF,Centro-Oeste,3,0,0,0,2,0.0
2022-07-08,2022,7,sexta-feira,5,False,ES,Sudeste,8,4,2,3,10,0.5
2022-07-08,2022,7,sexta-feira,5,False,GO,Centro-Oeste,12,1,1,0,13,0.083333
2022-07-08,2022,7,sexta-feira,5,False,MA,Nordeste,2,1,0,1,3,0.5
2022-07-08,2022,7,sexta-feira,5,False,MG,Sudeste,33,11,6,7,31,0.333333
2022-07-08,2022,7,sexta-feira,5,False,MS,Centro-Oeste,2,2,1,1,3,1.0
2022-07-08,2022,7,sexta-feira,5,False,MT,Centro-Oeste,11,8,4,6,14,0.727273
2022-07-08,2022,7,sexta-feira,5,False,PA,Norte,3,2,1,5,7,0.666667
2022-07-08,2022,7,sexta-feira,5,False,PB,Nordeste,1,0,0,0,1,0.0
2022-07-08,2022,7,sexta-feira,5,False,PE,Nordeste,6,1,0,1,20,0.166667
2022-07-08,2022,7,sexta-feira,5,False,PI,Nordeste,3,0,0,0,0,0.0
2022-07-08,2022,7,sexta-feira,5,False,PR,Sul,25,7,4,4,32,0.28
2022-07-08,2022,7,sexta-feira,5,False,RJ,Sudeste,19,3,2,2,22,0.157895
2022-07-08,2022,7,sexta-feira,5,False,RN,Nordeste,1,0,0,0,1,0.0
2022-07-08,2022,7,sexta-feira,5,False,RO,Norte,5,1,0,1,5,0.2
2022-07-08,2022,7,sexta-feira,5,False,RR,Norte,2,0,0,0,3,0.0
2022-07-08,2022,7,sexta-feira,5,False,RS,Sul,9,1,0,1,5,0.111111
2022-07-08,2022,7,sexta-feira,5,False,SC,Sul,23,9,0,12,25,0.391304
2022-07-08,2022,7,sexta-feira,5,False,SE,Nordeste,1,0,0,0,0,0.0
2022-07-08,2022,7,sexta-feira,5,False,SP,Sudeste,17,2,0,2,17,0.117647
2022-07-08,2022,7,sexta-feira,5,False,TO,Norte,4,1,1,0,4,0.25
2022-07-09,2022,7,sábado,6,True,AC,Norte,2,0,0,0,1,0.0
2022-07-09,2022,7,sábado,6,True,AL,Nordeste,3,1,0,1,3,0.333333
2022-07-09,2022,7,sábado,6,True,AP,Norte,1,0,0,0,1,0.0
2022-07-09,2022,7,sábado,6,True,BA,Nordeste,8,2,0,2,12,0.25
2022-07-09,2022,7,sábado,6,True,CE,Nordeste,1,0,0,0,0,0.0
2022-07-09,2022,7,sábado,6,True,DF,Centro-Oeste,4,0,0,0,6,0.0
2022-07-09,2022,7,sábado,6,True,ES,Sudeste,8,2,1,1,9,0.25
2022-07-09,2022,7,sábado,6,True,GO,Centro-Oeste,15,2,4,11,29,0.133333
2022-07-09,2022,7,sábado,6,True,MA,Nordeste,2,2,0,3,12,1.0
